"stop_code","stop_name","address","routes","url"
"13","Trạm xe bus Giữa nhà 59-61 Đường Tập thể Học viện Cảnh sát","","13","https://xebuyt.net/308-giua-nha-59-61-duong-tap-the-hoc-vien-canh-sat"
"QTD 204","Trạm xe buýt [QTD 204] Ngã 3 Hiệp Bình, Quận Thủ Đức","1/42A Quốc lộ 13, Quận Thủ Đức, Tp.Hồ Chí Minh","05, 19, 42, 61","https://xebuyt.net/308-nga-3-hiep-binh"
"Q1 121","Trạm xe buýt [Q1 121] Trần Hưng Đạo, Quận 1","Đối diện số 179 Nguyễn Thái Học, Quận 1, Tp.Hồ Chí Minh","","https://xebuyt.net/3080-tran-hung-dao"
"Q8 115","Trạm xe buýt [Q8 115] Lê Quang Kim, Quận 8","348 Hưng Phú, Quận 8, Tp.Hồ Chí Minh","46","https://xebuyt.net/3081-le-quang-kim"
"Q8 113","Trạm xe buýt [Q8 113] Công an Phường 8, Quận 8","138 Hưng Phú, Quận 8, Tp.Hồ Chí Minh","46","https://xebuyt.net/3082-cong-an-phuong-8"
"Q8 116","Trạm xe buýt [Q8 116] Đình An Hòa, Quận 8","452 Hưng Phú, Quận 8, Tp.Hồ Chí Minh","46","https://xebuyt.net/3083-dinh-an-hoa"
"Q8 114","Trạm xe buýt [Q8 114] Viện Y tế Cộng đồng, Quận 8","290 Hưng Phú, Quận 8, Tp.Hồ Chí Minh","46","https://xebuyt.net/3084-vien-y-te-cong-dong"
"Q8 117","Trạm xe buýt [Q8 117] Trường TH Hưng Phú A, Quận 8","492 Hưng Phú, Quận 8, Tp.Hồ Chí Minh","46","https://xebuyt.net/3085-truong-th-hung-phu-a"
"Q8 118","Trạm xe buýt [Q8 118] Phạm Hùng, Quận 8","580 Hưng Phú, Quận 8, Tp.Hồ Chí Minh","46","https://xebuyt.net/3086-pham-hung"
"Q8 120","Trạm xe buýt [Q8 120] Dã Tượng, Quận 8","842 Hưng Phú, Quận 8, Tp.Hồ Chí Minh","46","https://xebuyt.net/3087-da-tuong"
"Q8 119","Trạm xe buýt [Q8 119] Lưu Quý Kỳ, Quận 8","700-702 Hưng Phú, Quận 8, Tp.Hồ Chí Minh","46","https://xebuyt.net/3088-luu-quy-ky"
"Q8 102","Trạm xe buýt [Q8 102] Cầu số 1, Quận 8","Đối diện 707 Bến Bình Đông, Quận 8, Tp.Hồ Chí Minh","46","https://xebuyt.net/3089-cau-so-1"
"13","Trạm xe bus Doanh trại Quân đội nhân dân Việt Nam (Đối diện cột điện CN7/4A) Đường K3 Cầu Diễn","","13","https://xebuyt.net/309-doanh-trai-quan-doi-nhan-dan-viet-nam-doi-dien-cot-dien-cn7-4a-duong-k3-cau-dien"
"QTD 199","Trạm xe buýt [QTD 199] Trạm xăng dầu, Quận Thủ Đức","64/1 Quốc lộ 13, Quận Thủ Đức, Tp.Hồ Chí Minh","05, 19, 42, 61","https://xebuyt.net/309-tram-xang-dau"
"Q8 121","Trạm xe buýt [Q8 121] Chợ Xóm Củi, Quận 8","91 Xóm Củi, Quận 8, Tp.Hồ Chí Minh","46","https://xebuyt.net/3090-cho-xom-cui"
"Q8 103","Trạm xe buýt [Q8 103] Kho 289, Quận 8","Đối diện 289 Bến Bình Đông, Quận 8, Tp.Hồ Chí Minh","46","https://xebuyt.net/3091-kho-289"
"Q8 104","Trạm xe buýt [Q8 104] cầu Kinh Ngang Số 2, Quận 8","Đối diện 301C Bến Bình Đông, Quận 8, Tp.Hồ Chí Minh","46","https://xebuyt.net/3092-cau-kinh-ngang-so-2"
"Q8 096","Trạm xe buýt [Q8 096] Cầu Số 3, Quận 8","14 Bình Đức, Quận 8, Tp.Hồ Chí Minh","46","https://xebuyt.net/3096-cau-so-3"
"Q8 098","Trạm xe buýt [Q8 098] KTX trường Công nghệ thực phẩm, Quận 8","KTX Trường TH CNTP Lưu Hữu Phước, Quận 8, Tp.Hồ Chí Minh","46","https://xebuyt.net/3098-ktx-truong-cong-nghe-thuc-pham"
"Q8 142","Trạm xe buýt [Q8 142] Cầu Rạch Cát, Quận 8","322 Lưu Hữu Phước, Quận 8, Tp.Hồ Chí Minh","46","https://xebuyt.net/3099-cau-rach-cat"
"31","Trạm xe bus 24A Bà Triệu","","09, 31","https://xebuyt.net/31-24a-ba-trieu"
"Q1 024","Trạm xe buýt [Q1 024] Bến Bạch Đằng, Quận 1","Bến thủy nội địa Thủ Thiêm Tôn Đức Thắng, Quận 1, Tp.Hồ Chí Minh","01, 02, 03, 12, 19, 45, 53, 56, 61, 88","https://xebuyt.net/31-ben-bach-dang"
"13","Trạm xe bus 301A (Đối diện 336 Tổ 8) Đường K3 Cầu Diễn","","13","https://xebuyt.net/310-301a-doi-dien-336-to-8-duong-k3-cau-dien"
"QTD 201","Trạm xe buýt [QTD 201] Đường số 3, Quận Thủ Đức","486 Quốc lộ 13, Quận Thủ Đức, Tp.Hồ Chí Minh","05, 19, 42, 61","https://xebuyt.net/310-duong-so-3"
"QTP 066","Trạm xe buýt [QTP 066] Trạm Đường CN 13, Quận Tân Phú","510 Lê Trọng Tấn, Quận Tân Phú, Tp.Hồ Chí Minh","48, 61, 69, 95","https://xebuyt.net/3100-tram-duong-cn-13"
"QTP 065","Trạm xe buýt [QTP 065] Trạm Kênh 19/5, Quận Tân Phú","456 Lê Trọng Tấn, Quận Tân Phú, Tp.Hồ Chí Minh","48, 61, 69, 95","https://xebuyt.net/3101-tram-kenh-19-5"
"QBT 182","Trạm xe buýt [QBT 182] Trạm giữa Vĩnh Lộc, Quận Bình Tân","Đối diện F9/6 (Châu Phú Mỹ) Phan Văn Đối, Quận Bình Tân, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3102-tram-giua-vinh-loc"
"QTP 067","Trạm xe buýt [QTP 067] Công Ty bánh Givral, Quận Tân Phú","592 Lê Trọng Tấn, Quận Tân Phú, Tp.Hồ Chí Minh","48, 61","https://xebuyt.net/3103-cong-ty-banh-givral"
"QBT 184","Trạm xe buýt [QBT 184] Chốt 2 KCN Vĩnh Lộc, Quận Bình Tân","330 Nguyễn Cửu Phú, Quận Bình Tân, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3104-chot-2-kcn-vinh-loc"
"QBT 183","Trạm xe buýt [QBT 183] Đường liên ấp 5-6, Quận Bình Tân","288 Nguyễn Cửu Phú, Quận Bình Tân, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3105-duong-lien-ap-5-6"
"QBT 186","Trạm xe buýt [QBT 186] Công ty Cholimex, Quận Bình Tân","Công ty Cholimex Phan Văn Đối, Quận Bình Tân, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3106-cong-ty-cholimex"
"QBT 185","Trạm xe buýt [QBT 185] Kho vật tư thiết bị, Quận Bình Tân","Kho vật tư thiết bị Nguyễn Cửu Phú, Quận Bình Tân, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3107-kho-vat-tu-thiet-bi"
"HHM 154","Trạm xe buýt [HHM 154] Hóc Môn, Huyện Hóc Môn","43/1 Phan Văn Đối, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3108-hoc-mon"
"HHM 153","Trạm xe buýt [HHM 153] Cây xăng Quang Trung, Huyện Hóc Môn","43/11C Phan Văn Đối, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3109-cay-xang-quang-trung"
"13","Trạm xe bus 59 Tổ 9 (Đối diện 48 Tổ 9) - Đường K3 Cầu Diễn","","13","https://xebuyt.net/311-59-to-9-doi-dien-48-to-9-duong-k3-cau-dien"
"QTD 207","Trạm xe buýt [QTD 207] UBND P.Hiệp Bình Phước, Quận Thủ Đức","750 Quốc lộ 13, Quận Thủ Đức, Tp.Hồ Chí Minh","05, 19, 42, 61, 89","https://xebuyt.net/311-ubnd-p-hiep-binh-phuoc"
"HHM 155","Trạm xe buýt [HHM 155] Hóc Môn, Huyện Hóc Môn","31/3C Phan Văn Đối, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3110-hoc-mon"
"HHM 156","Trạm xe buýt [HHM 156] Hóc Môn, Huyện Hóc Môn","42/1B Phan Văn Đối, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3111-hoc-mon"
"HHM 168","Trạm xe buýt [HHM 168] Công ty trà Tân Lam, Huyện Hóc Môn","60/8A (Đối diện 135) Nguyễn Ánh Thủ, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3112-cong-ty-tra-tan-lam"
"HHM 167","Trạm xe buýt [HHM 167] Ngã 3 Nguyễn Thị Sóc - Nguyễn Ảnh Thủ, Huyện Hóc Môn","19/1B  Nguyễn Ánh Thủ, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3113-nga-3-nguyen-thi-soc-nguyen-anh-thu"
"HHM 170","Trạm xe buýt [HHM 170] Khúc Giao Mùa, Huyện Hóc Môn","32/4  Nguyễn Ánh Thủ, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3114-khuc-giao-mua"
"HHM 169","Trạm xe buýt [HHM 169] Cây xăng Hưng Lân, Huyện Hóc Môn","13/5  Nguyễn Ánh Thủ, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3115-cay-xang-hung-lan"
"LA_4","Trạm xe buýt [LA_4] Nhà máy Kizunai, Huyện Bình Chánh","B8/33B6 Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3116-nha-may-kizunai"
"HHM 171","Trạm xe buýt [HHM 171] Ngã tư Trung Chánh, Huyện Hóc Môn","26/7C (27/11B) Nguyễn Ánh Thủ, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3117-nga-tu-trung-chanh"
"HBC 198","Trạm xe buýt [HBC 198] Trạm xăng Hoàng Thái, Huyện Bình Chánh","Đối diện D8A/34 Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3118-tram-xang-hoang-thai"
"LA_1","Trạm xe buýt [LA_1] Hoàng Thái Mart, Huyện Bình Chánh","Hoàng Thái Mart Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3119-hoang-thai-mart"
"QTD 202","Trạm xe buýt [QTD 202] Đường số 4, Quận Thủ Đức","510 Quốc lộ 13, Quận Thủ Đức, Tp.Hồ Chí Minh","05, 19, 42, 61","https://xebuyt.net/312-duong-so-4"
"HBC 200","Trạm xe buýt [HBC 200] Chùa Phước Hội, Huyện Bình Chánh","B7/177 Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3120-chua-phuoc-hoi"
"HBC 199","Trạm xe buýt [HBC 199] Cầu Ông Thìn, Huyện Bình Chánh","A11/32 Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3121-cau-ong-thin"
"HBC 202","Trạm xe buýt [HBC 202] Chùa Linh Hòa, Huyện Bình Chánh","B2/35A Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3122-chua-linh-hoa"
"HBC 201","Trạm xe buýt [HBC 201] Chùa Tam Bửu, Huyện Bình Chánh","B2/63/1 Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3123-chua-tam-buu"
"HBC 204","Trạm xe buýt [HBC 204] Nghĩa trang Đa Phước, Huyện Bình Chánh","Đối diện D14/407 Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3124-nghia-trang-da-phuoc"
"HBC 203","Trạm xe buýt [HBC 203] Đường liên Ấp 1-2, Huyện Bình Chánh","A8/240A Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3125-duong-lien-ap-1-2"
"HBC 206","Trạm xe buýt [HBC 206] Công ty Hồng Nhất, Huyện Bình Chánh","A1/6 Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3126-cong-ty-hong-nhat"
"HBC 205","Trạm xe buýt [HBC 205] Trường THCS Đa Phước, Huyện Bình Chánh","E11/323 Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3127-truong-thcs-da-phuoc"
"HBC 207","Trạm xe buýt [HBC 207] Đình Chánh An Phú, Huyện Bình Chánh","A6/183 Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3128-dinh-chanh-an-phu"
"HBC 208","Trạm xe buýt [HBC 208] Trường chuyên biệt Rạng Đông, Huyện Bình Chánh","A12/363 Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3129-truong-chuyen-biet-rang-dong"
"09","Trạm xe bus Đối diện 1166 Đường Láng - Cầu Yên Hoà","","09, 16, 24","https://xebuyt.net/313-doi-dien-1166-duong-lang-cau-yen-hoa"
"QTD 208","Trạm xe buýt [QTD 208] Hồ Bơi, Quận Thủ Đức","784 Quốc lộ 13, Quận Thủ Đức, Tp.Hồ Chí Minh","05, 19, 42, 61, 89","https://xebuyt.net/313-ho-boi"
"HBC 210","Trạm xe buýt [HBC 210] Trịnh Quang Nghị, Huyện Bình Chánh","D3/65 Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3130-trinh-quang-nghi"
"HBC 209","Trạm xe buýt [HBC 209] Trường tiểu học Phong Phú, Huyện Bình Chánh","Trường tiểu học Phong Phú Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3131-truong-tieu-hoc-phong-phu"
"HBC 212","Trạm xe buýt [HBC 212] Trung tâm tư vấn đào tạo Úc Mỹ, Huyện Bình Chánh","E8/214A Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3132-trung-tam-tu-van-dao-tao-uc-my"
"HBC 211","Trạm xe buýt [HBC 211] Trạm xăng Kim Quang, Huyện Bình Chánh","E8/212M Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3133-tram-xang-kim-quang"
"HBC 214","Trạm xe buýt [HBC 214] Xăng dầu Phong Phú, Huyện Bình Chánh","E10/288 Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3134-xang-dau-phong-phu"
"HBC 216","Trạm xe buýt [HBC 216] Chùa Ân Hòa, Huyện Bình Chánh","B10/7 Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3135-chua-an-hoa"
"HBC 213","Trạm xe buýt [HBC 213] Chùa Thiện Phước, Huyện Bình Chánh","E9/251 Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3136-chua-thien-phuoc"
"HBC 215","Trạm xe buýt [HBC 215] Mầm non Anh Việt, Huyện Bình Chánh","E11/304C Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3137-mam-non-anh-viet"
"HBC 218","Trạm xe buýt [HBC 218] Chùa Thiên Trì, Huyện Bình Chánh","B15/20 Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3138-chua-thien-tri"
"HBC 217","Trạm xe buýt [HBC 217] Văn phòng Ấp 3, Huyện Bình Chánh","B13/118 Quốc lộ 50, Huyện Bình Chánh, Tp.Hồ Chí Minh","47, 62","https://xebuyt.net/3139-van-phong-ap-3"
"09","Trạm xe bus Đối diện 1014 Đường Láng - Cầu Cót","","09, 16, 24","https://xebuyt.net/314-doi-dien-1014-duong-lang-cau-cot"
"QTD 205","Trạm xe buýt [QTD 205] Ngã 3 Đường Hiệp Bình, Quận Thủ Đức","620 Quốc lộ 13, Quận Thủ Đức, Tp.Hồ Chí Minh","05, 19, 42, 61, 89","https://xebuyt.net/314-nga-3-duong-hiep-binh"
"HHM 173","Trạm xe buýt [HHM 173] Nguyễn Thị Sóc, Huyện Hóc Môn","15/5B Nguyễn Ánh Thủ, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3140-nguyen-thi-soc"
"HHM 172","Trạm xe buýt [HHM 172] Xuyên Á, Huyện Hóc Môn","23/4 Nguyễn Ánh Thủ, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3141-xuyen-a"
"HHM 175","Trạm xe buýt [HHM 175] trường Phan Công Hớn, Huyện Hóc Môn","88/2 Nguyễn Ánh Thủ, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3142-truong-phan-cong-hon"
"HHM 157","Trạm xe buýt [HHM 157] Hóc Môn, Huyện Hóc Môn","36/2D Phan Văn Đối, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3143-hoc-mon"
"HHM 158","Trạm xe buýt [HHM 158] Hóc Môn, Huyện Hóc Môn","35/1B Phan Văn Đối, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3144-hoc-mon"
"HHM 174","Trạm xe buýt [HHM 174] Hậu Lân, Bà Điểm, Huyện Hóc Môn","11/6A Nguyễn Ánh Thủ, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3145-hau-lan-ba-diem"
"HHM 176","Trạm xe buýt [HHM 176] Phan Văn Hớn, Huyện Hóc Môn","Đ/d T. Phan Công Hớn Nguyễn Ánh Thủ, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3146-phan-van-hon"
"HHM 159","Trạm xe buýt [HHM 159] Hóc Môn, Huyện Hóc Môn","26/2M Phan Văn Đối, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3147-hoc-mon"
"HHM 160","Trạm xe buýt [HHM 160] Hóc Môn, Huyện Hóc Môn","Kế 34/11D Phan Văn Đối, Huyện Hóc Môn, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3148-hoc-mon"
"QBT 188","Trạm xe buýt [QBT 188] Quỳnh Tiên, Quận Bình Tân","F9/18B1 Nguyễn Cửu Phú, Quận Bình Tân, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3149-quynh-tien"
"QTD 159","Trạm xe buýt [QTD 159] Chợ Đầu Mối, Quận Thủ Đức","120 Quốc lộ 1, Quận Thủ Đức, Tp.Hồ Chí Minh","05, 19, 29, 33, 42, 89","https://xebuyt.net/315-cho-dau-moi"
"24","Trạm xe bus Đối diện 794 Đường Láng","","16, 24","https://xebuyt.net/315-doi-dien-794-duong-lang"
"QBT 191","Trạm xe buýt [QBT 191] công ty Cholimex, Quận Bình Tân","Đối diện công ty Cholimex Phan Văn Đối, Quận Bình Tân, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3150-cong-ty-cholimex"
"QBT 187","Trạm xe buýt [QBT 187] xã Nhị Bình, Quận Bình Tân","F9/6B Phan Văn Đối, Quận Bình Tân, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3151-xa-nhi-binh"
"QBT 190","Trạm xe buýt [QBT 190] Công ty Jonton, Quận Bình Tân","Công ty Jonton Nguyễn Cửu Phú, Quận Bình Tân, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3152-cong-ty-jonton"
"QTP 068","Trạm xe buýt [QTP 068] Công Ty bánh Givral, Quận Tân Phú","541 Lê Trọng Tấn, Quận Tân Phú, Tp.Hồ Chí Minh","48, 61","https://xebuyt.net/3153-cong-ty-banh-givral"
"QBT 189","Trạm xe buýt [QBT 189] KCN Vĩnh Lộc, Quận Bình Tân","Đối diện 330 Nguyễn Cửu Phú, Quận Bình Tân, Tp.Hồ Chí Minh","48, 71","https://xebuyt.net/3154-kcn-vinh-loc"
"QTP 070","Trạm xe buýt [QTP 070] Trạm Kênh 19/5, Quận Tân Phú","443 Lê Trọng Tấn, Quận Tân Phú, Tp.Hồ Chí Minh","48, 61, 69, 95","https://xebuyt.net/3155-tram-kenh-19-5"
"QTP 069","Trạm xe buýt [QTP 069] Trạm Đường CN 13, Quận Tân Phú","473 Lê Trọng Tấn, Quận Tân Phú, Tp.Hồ Chí Minh","48, 61, 69, 95","https://xebuyt.net/3156-tram-duong-cn-13"
"BX33","Trạm xe buýt [BX33] ĐH BÁCH KHOA TP HCM, Quận 10","ĐẦU BẾN ĐH BÁCH KHOA TP HCM Lý Thường Kiệt, Quận 10, Tp.Hồ Chí Minh","50","https://xebuyt.net/3157-dh-bach-khoa-tp-hcm"
"QTB 144","Trạm xe buýt [QTB 144] Trạm Phương Nam, Quận Tân Bình","185 Bàu Cát, Quận Tân Bình, Tp.Hồ Chí Minh","64","https://xebuyt.net/3159-tram-phuong-nam"
"24","Trạm xe bus Đối diện 608 Đường Láng","","16, 24, 27, 50","https://xebuyt.net/316-doi-dien-608-duong-lang"
"QTD 206","Trạm xe buýt [QTD 206] Trạm y tế Hiệp Bình Phước, Quận Thủ Đức","702 Quốc lộ 13, Quận Thủ Đức, Tp.Hồ Chí Minh","05, 19, 42, 61, 89","https://xebuyt.net/316-tram-y-te-hiep-binh-phuoc"
"BX89","Trạm xe buýt [BX89] Đại học Quốc gia, Quận Thủ Đức","Đại học Quốc gia Đường nội bộ Đại học Quốc gia, Quận Thủ Đức, Tp.Hồ Chí Minh","52","https://xebuyt.net/3160-dai-hoc-quoc-gia"
"BX48","Trạm xe buýt [BX48] Chợ Bình Hưng Hòa, Quận Tân Phú","Bình Tân Tân Kỳ Tân Quý, Quận Tân Phú, Tp.Hồ Chí Minh","51, 61","https://xebuyt.net/3161-cho-binh-hung-hoa"
"QTD 097","Trạm xe buýt [QTD 097] Đại học Ngân hàng, Quận Thủ Đức","216 Hoàng Diệu 2, Quận Thủ Đức, Tp.Hồ Chí Minh","53","https://xebuyt.net/3162-dai-hoc-ngan-hang"
"QTB 147","Trạm xe buýt [QTB 147] Trạm Phương Nam, Quận Tân Bình","146-148 (154) Bàu Cát, Quận Tân Bình, Tp.Hồ Chí Minh","64","https://xebuyt.net/3163-tram-phuong-nam"
"BX13","Trạm xe buýt [BX13] Lê Hồng Phong, Quận 5","ĐẦU BẾN LÊ HỒNG PHONG Lê Hồng Phong, Quận 5, Tp.Hồ Chí Minh","53","https://xebuyt.net/3164-le-hong-phong"
"Q5 053","Trạm xe buýt [Q5 053] Nhà thờ Cha Tam, Quận 5","Đối diện 946 Nguyễn Trãi, Quận 5, Tp.Hồ Chí Minh","54","https://xebuyt.net/3165-nha-tho-cha-tam"
"Q5 061","Trạm xe buýt [Q5 061] Bệnh viện Nguyễn Tri Phương, Quận 5","493 Nguyễn Trãi, Quận 5, Tp.Hồ Chí Minh","54, 68","https://xebuyt.net/3166-benh-vien-nguyen-tri-phuong"
"Q5 054","Trạm xe buýt [Q5 054] Châu Văn Liêm, Quận 5","813 Nguyễn Trãi, Quận 5, Tp.Hồ Chí Minh","54","https://xebuyt.net/3167-chau-van-liem"
"Q5 100","Trạm xe buýt [Q5 100] Cây Xăng dầu, Quận 5","309 Trần Phú, Quận 5, Tp.Hồ Chí Minh","54","https://xebuyt.net/3169-cay-xang-dau"
"QTD 161","Trạm xe buýt [QTD 161] Chợ Tam Bình, Quận Thủ Đức","Chợ Tam Bình Quốc lộ 1, Quận Thủ Đức, Tp.Hồ Chí Minh","05, 19, 33","https://xebuyt.net/317-cho-tam-binh"
"24","Trạm xe bus Đối diện Chợ Láng Hạ B - 564 Đường Láng","","16, 24, 27, 50","https://xebuyt.net/317-doi-dien-cho-lang-ha-b-564-duong-lang"
"Q5 101","Trạm xe buýt [Q5 101] An Đông, Quận 5","251B Trần Phú, Quận 5, Tp.Hồ Chí Minh","54","https://xebuyt.net/3170-an-dong"
"Q10 022","Trạm xe buýt [Q10 022] Ngã 7 Lý Thái Tổ, Quận 10","516 Lê Hồng Phong, Quận 10, Tp.Hồ Chí Minh","54","https://xebuyt.net/3171-nga-7-ly-thai-to"
"Q5 032","Trạm xe buýt [Q5 032] Thanh tra Sở Giao thông Vận tải, Quận 5","286 Lê Hồng Phong, Quận 5, Tp.Hồ Chí Minh","54","https://xebuyt.net/3172-thanh-tra-so-giao-thong-van-tai"
"QBTH 064","Trạm xe buýt [QBTH 064] Bệnh viện Ung Bứu, Quận Bình Thạnh","Đối diện 40 Nguyễn Huy Lượng, Quận Bình Thạnh, Tp.Hồ Chí Minh","54","https://xebuyt.net/3173-benh-vien-ung-buu"
"QBTH 065","Trạm xe buýt [QBTH 065] Bệnh viện Ung Bứu, Quận Bình Thạnh","19 Nguyễn Huy Lượng, Quận Bình Thạnh, Tp.Hồ Chí Minh","54","https://xebuyt.net/3174-benh-vien-ung-buu"
"QTD 096","Trạm xe buýt [QTD 096] Đại học Ngân hàng, Quận Thủ Đức","Đối diện Đại học Ngân hàng Hoàng Diệu 2, Quận Thủ Đức, Tp.Hồ Chí Minh","53","https://xebuyt.net/3175-dai-hoc-ngan-hang"
"Q3 100","Trạm xe buýt [Q3 100] Phạm Ngọc Thạch, Quận 3","158A - 156B Võ Thị Sáu, Quận 3, Tp.Hồ Chí Minh","30, 54","https://xebuyt.net/3176-pham-ngoc-thach"
"Q10 017","Trạm xe buýt [Q10 017] Công An Phường 10, Quận 10, Quận 10","661 Lê Hồng Phong, Quận 10, Tp.Hồ Chí Minh","54","https://xebuyt.net/3177-cong-an-phuong-10-quan-10"
"Q10 019","Trạm xe buýt [Q10 019] Ngã 7 Lý Thái Tổ, Quận 10","505 Lê Hồng Phong, Quận 10, Tp.Hồ Chí Minh","54","https://xebuyt.net/3178-nga-7-ly-thai-to"
"Q10 018","Trạm xe buýt [Q10 018] Ngã 7 Lý Thái Tổ, Quận 10","553-555 Lê Hồng Phong, Quận 10, Tp.Hồ Chí Minh","54","https://xebuyt.net/3179-nga-7-ly-thai-to"
"09","Trạm xe bus Đối diện 498 Đường Láng","","09, 16, 24, 27, 84","https://xebuyt.net/318-doi-dien-498-duong-lang"
"QTD 209","Trạm xe buýt [QTD 209] Ngã 4 Bình Phước, Quận Thủ Đức","828 Quốc lộ 13, Quận Thủ Đức, Tp.Hồ Chí Minh","05, 19, 42, 61, 89, 91","https://xebuyt.net/318-nga-4-binh-phuoc"
"Q10 082","Trạm xe buýt [Q10 082] Trần Nhân Tông, Quận 10","126 Hùng Vương, Quận 10, Tp.Hồ Chí Minh","54","https://xebuyt.net/3180-tran-nhan-tong"
"Q5 028","Trạm xe buýt [Q5 028] Công Viên Hòa Bình, Quận 5","Đối diện 215 Hùng Vương, Quận 5, Tp.Hồ Chí Minh","54","https://xebuyt.net/3181-cong-vien-hoa-binh"
"Q5 029","Trạm xe buýt [Q5 029] Bệnh viện 30/4, Quận 5","90 Hùng Vương, Quận 5, Tp.Hồ Chí Minh","54","https://xebuyt.net/3182-benh-vien-30-4"
"Q5 030","Trạm xe buýt [Q5 030] Nguyễn Tri Phương, Quận 5","100H - 100G Hùng Vương, Quận 5, Tp.Hồ Chí Minh","54","https://xebuyt.net/3183-nguyen-tri-phuong"
"BX36","Trạm xe buýt [BX36] Công viên phần mềm Quang Trung, Quận 12","BÃI XE CV PM QUANG TRUNG Quốc lộ 1A, Quận 12, Tp.Hồ Chí Minh","55","https://xebuyt.net/3184-cong-vien-phan-mem-quang-trung"
